                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                0.93548,                0.47269,                  1.004,                0.97175,                0.94711,                 0.9765,                0.80875,                0.85444,                0.37243,                0.92167,              0.0004424,              0.0004424,              0.0004424
                    121,                0.94196,                0.47497,                 1.0076,                0.97523,                0.94277,                0.97544,                0.81506,                0.83538,                0.37093,                0.91926,              0.0004292,              0.0004292,              0.0004292
                    122,                0.93554,                0.47118,                 1.0044,                0.97584,                  0.943,                0.97699,                0.81656,                0.84159,                0.36935,                0.92138,               0.000416,               0.000416,               0.000416
                    123,                0.93598,                0.47166,                 1.0027,                0.97747,                0.94044,                0.97818,                0.81683,                0.83951,                0.37027,                0.92091,              0.0004028,              0.0004028,              0.0004028
                    124,                0.92123,                0.46686,                 1.0018,                 0.9708,                0.94612,                0.97649,                 0.8156,                0.83066,                0.37062,                0.91742,              0.0003896,              0.0003896,              0.0003896
                    125,                 0.9329,                0.47122,                 1.0044,                0.97152,                0.94702,                0.97614,                0.81412,                0.83451,                0.36894,                0.91817,              0.0003764,              0.0003764,              0.0003764
                    126,                0.92506,                0.46441,                 1.0041,                0.97501,                0.94576,                0.97799,                0.81503,                0.83961,                0.36887,                0.91814,              0.0003632,              0.0003632,              0.0003632
                    127,                0.91471,                0.45674,                0.99588,                0.97497,                0.94421,                0.97592,                0.81742,                0.83366,                0.36789,                0.91766,                0.00035,                0.00035,                0.00035
                    128,                0.92246,                0.46497,                 1.0025,                0.97587,                0.94425,                0.97548,                0.81817,                0.82908,                0.36635,                 0.9183,              0.0003368,              0.0003368,              0.0003368
                    129,                0.93246,                0.46506,                 1.0037,                0.97056,                0.94717,                0.97539,                0.81694,                0.83015,                0.36745,                0.91648,              0.0003236,              0.0003236,              0.0003236
                    130,                0.91347,                0.45804,                0.99721,                0.97368,                0.94553,                 0.9754,                0.81482,                0.83137,                0.36782,                0.91655,              0.0003104,              0.0003104,              0.0003104
                    131,                0.91344,                0.45025,                0.99619,                0.97729,                0.94133,                0.97581,                0.81578,                0.82884,                 0.3679,                0.91553,              0.0002972,              0.0002972,              0.0002972
                    132,                0.91676,                0.45971,                0.99907,                0.97831,                0.94074,                0.97639,                0.81709,                0.83057,                0.36806,                0.91756,               0.000284,               0.000284,               0.000284
                    133,                0.90821,                0.45452,                0.99713,                0.97897,                0.94044,                 0.9764,                0.81869,                0.82733,                0.36978,                0.91808,              0.0002708,              0.0002708,              0.0002708
                    134,                0.90627,                0.45472,                0.99228,                0.97758,                0.93959,                0.97648,                 0.8193,                0.82445,                0.36806,                0.91723,              0.0002576,              0.0002576,              0.0002576
                    135,                0.89631,                0.45239,                0.99322,                0.97834,                0.94163,                0.97622,                0.81909,                0.82385,                0.36742,                0.91611,              0.0002444,              0.0002444,              0.0002444
                    136,                 0.9171,                 0.4575,                0.99698,                0.97789,                0.94223,                0.97617,                0.81934,                0.82535,                0.36969,                0.91636,              0.0002312,              0.0002312,              0.0002312
                    137,                0.90276,                0.45328,                0.99737,                0.97743,                0.94223,                0.97554,                0.81911,                0.82193,                0.36797,                0.91545,               0.000218,               0.000218,               0.000218
                    138,                0.90823,                0.45952,                0.99511,                0.97737,                0.94357,                0.97836,                0.82272,                0.81818,                0.36581,                0.91463,              0.0002048,              0.0002048,              0.0002048
                    139,                0.89528,                0.44986,                0.99223,                0.97667,                0.94463,                0.97912,                0.82537,                0.82067,                0.36444,                0.91539,              0.0001916,              0.0001916,              0.0001916
                    140,                0.88871,                0.44744,                0.98818,                0.97751,                0.94433,                0.97767,                0.82398,                0.81822,                0.36524,                0.91489,              0.0001784,              0.0001784,              0.0001784
                    141,                0.82052,                0.39349,                0.95504,                0.97706,                0.94329,                0.97747,                 0.8245,                0.81748,                0.36414,                 0.9145,              0.0001652,              0.0001652,              0.0001652
                    142,                0.81883,                0.38913,                0.95391,                0.97604,                0.94463,                0.97746,                0.82472,                 0.8167,                0.36406,                 0.9148,               0.000152,               0.000152,               0.000152
                    143,                0.81333,                0.38865,                0.94674,                0.97735,                0.94276,                0.97831,                0.82633,                0.81312,                0.36204,                0.91362,              0.0001388,              0.0001388,              0.0001388
                    144,                0.80641,                 0.3845,                0.94997,                0.97826,                0.94286,                0.97822,                0.82713,                0.81521,                0.36163,                0.91427,              0.0001256,              0.0001256,              0.0001256
                    145,                0.80765,                0.38198,                0.94588,                 0.9793,                0.94163,                0.97783,                0.82847,                0.81439,                0.36097,                0.91308,              0.0001124,              0.0001124,              0.0001124
                    146,                0.81934,                0.38838,                0.95457,                0.97823,                0.94283,                0.97787,                0.82846,                0.81321,                0.36011,                0.91269,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                0.80563,                0.38342,                0.94932,                0.97976,                0.94189,                0.97813,                0.83024,                0.81277,                0.35923,                0.91253,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                0.81086,                0.38701,                0.94882,                0.97975,                0.94127,                0.97769,                0.82992,                0.81076,                 0.3594,                0.91157,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                0.79816,                0.37979,                  0.945,                 0.9801,                0.94104,                0.97812,                0.82873,                0.81334,                0.36033,                0.91195,               5.96e-05,               5.96e-05,               5.96e-05
                    150,                0.79111,                0.37408,                0.94295,                0.97738,                0.94423,                0.97822,                0.82983,                0.81089,                0.35977,                0.91155,               4.64e-05,               4.64e-05,               4.64e-05
