                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.78887,                0.38018,                  1.127,                 0.9759,                0.94548,                0.97325,                0.85123,                0.75968,                 0.3086,                 1.0551,              0.0005084,              0.0005084,              0.0005084
                    116,                0.78547,                0.38139,                 1.1232,                0.97351,                0.94792,                 0.9739,                 0.8509,                0.75703,                0.30743,                 1.0524,              0.0004952,              0.0004952,              0.0004952
                    117,                0.78924,                0.38159,                 1.1235,                0.97191,                0.95285,                 0.9739,                0.85103,                0.75139,                0.30353,                 1.0487,               0.000482,               0.000482,               0.000482
                    118,                0.78306,                0.37576,                 1.1192,                0.97481,                0.94992,                0.97439,                0.85211,                0.75355,                0.30299,                 1.0496,              0.0004688,              0.0004688,              0.0004688
                    119,                0.77477,                0.37158,                 1.1168,                0.97951,                0.94423,                0.97485,                0.84936,                0.75324,                0.30209,                 1.0507,              0.0004556,              0.0004556,              0.0004556
                    120,                0.77711,                0.37008,                 1.1172,                0.97573,                0.94972,                0.97466,                0.84852,                0.75115,                0.30238,                 1.0522,              0.0004424,              0.0004424,              0.0004424
                    121,                0.77093,                0.37371,                 1.1171,                0.97632,                0.95019,                0.97453,                0.85187,                0.75011,                0.30248,                 1.0499,              0.0004292,              0.0004292,              0.0004292
                    122,                0.76961,                0.37658,                 1.1116,                0.98105,                0.94498,                0.97484,                0.85303,                0.75538,                 0.3014,                 1.0516,               0.000416,               0.000416,               0.000416
                    123,                0.77114,                0.36921,                 1.1079,                0.97402,                0.95401,                0.97533,                0.85698,                0.74411,                0.29989,                 1.0437,              0.0004028,              0.0004028,              0.0004028
                    124,                0.75908,                 0.3675,                 1.1076,                0.97281,                0.95421,                0.97465,                0.85646,                0.74033,                0.29945,                 1.0431,              0.0003896,              0.0003896,              0.0003896
                    125,                0.76803,                0.36946,                 1.1115,                0.97198,                0.95514,                 0.9753,                0.85458,                0.74495,                0.29781,                 1.0451,              0.0003764,              0.0003764,              0.0003764
                    126,                0.76064,                0.36385,                 1.1024,                0.97326,                0.95331,                0.97498,                0.85435,                0.75307,                  0.299,                 1.0498,              0.0003632,              0.0003632,              0.0003632
                    127,                0.74831,                0.36082,                 1.0999,                0.97224,                0.95381,                0.97506,                0.85783,                0.74392,                0.29905,                 1.0429,                0.00035,                0.00035,                0.00035
                    128,                0.75235,                0.36424,                 1.0967,                0.97369,                0.95248,                 0.9754,                0.86093,                0.73863,                0.29787,                 1.0436,              0.0003368,              0.0003368,              0.0003368
                    129,                0.76088,                0.36427,                  1.102,                0.97334,                 0.9557,                0.97526,                0.85596,                0.74245,                0.29831,                 1.0454,              0.0003236,              0.0003236,              0.0003236
                    130,                0.75005,                0.36192,                 1.0959,                0.97961,                0.94904,                0.97442,                 0.8565,                0.73751,                0.29909,                 1.0435,              0.0003104,              0.0003104,              0.0003104
                    131,                0.74313,                0.35346,                 1.0939,                  0.979,                0.94905,                0.97555,                0.85588,                0.74204,                0.29713,                 1.0443,              0.0002972,              0.0002972,              0.0002972
                    132,                0.75017,                  0.359,                 1.0998,                0.97996,                0.94912,                0.97543,                0.85779,                0.73711,                0.29698,                 1.0408,               0.000284,               0.000284,               0.000284
                    133,                0.74129,                0.35774,                   1.09,                  0.974,                 0.9548,                 0.9757,                0.86306,                0.72653,                0.29317,                 1.0378,              0.0002708,              0.0002708,              0.0002708
                    134,                0.73776,                0.35455,                 1.0888,                0.97202,                 0.9551,                0.97542,                0.86354,                0.72634,                0.29183,                 1.0388,              0.0002576,              0.0002576,              0.0002576
                    135,                0.72642,                0.35181,                 1.0845,                0.97333,                0.95391,                0.97549,                0.86324,                0.72691,                0.29104,                 1.0392,              0.0002444,              0.0002444,              0.0002444
                    136,                0.74348,                 0.3588,                 1.0946,                0.97733,                0.95031,                0.97538,                0.86243,                0.72473,                0.29151,                 1.0379,              0.0002312,              0.0002312,              0.0002312
                    137,                0.73237,                0.35294,                 1.0881,                0.97773,                0.94852,                0.97507,                 0.8615,                0.72879,                0.29407,                 1.0391,               0.000218,               0.000218,               0.000218
                    138,                0.73518,                0.35577,                 1.0871,                0.97872,                0.94969,                0.97564,                0.86297,                0.72911,                0.29443,                 1.0377,              0.0002048,              0.0002048,              0.0002048
                    139,                 0.7268,                  0.353,                  1.087,                0.97235,                 0.9563,                 0.9761,                0.86474,                0.73168,                0.29284,                 1.0391,              0.0001916,              0.0001916,              0.0001916
