                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                0.89714,                0.44346,                 1.1152,                 0.9731,                0.95331,                0.97747,                0.82275,                0.83519,                 0.3607,                 1.0232,              0.0010232,              0.0010232,              0.0010232
                     77,                0.88777,                0.43881,                 1.1118,                0.97496,                0.95211,                 0.9771,                0.82342,                0.83652,                 0.3564,                 1.0333,                0.00101,                0.00101,                0.00101
                     78,                0.88235,                0.44163,                 1.1076,                0.97403,                0.95061,                0.97632,                0.82475,                0.82174,                0.35197,                 1.0121,              0.0009968,              0.0009968,              0.0009968
                     79,                0.89084,                 0.4449,                 1.1135,                0.97514,                0.95093,                0.97647,                0.82517,                 0.8309,                0.35253,                  1.029,              0.0009836,              0.0009836,              0.0009836
                     80,                0.87789,                0.43619,                 1.1092,                 0.9752,                0.95361,                0.97691,                0.82403,                0.83159,                0.35237,                 1.0301,              0.0009704,              0.0009704,              0.0009704
                     81,                 0.8785,                0.43638,                 1.1068,                0.97513,                 0.9563,                0.97765,                0.82151,                0.85249,                0.35582,                 1.0366,              0.0009572,              0.0009572,              0.0009572
                     82,                 0.8754,                0.43252,                 1.0987,                0.97541,                0.94976,                0.97742,                0.83137,                0.82525,                0.34776,                 1.0227,               0.000944,               0.000944,               0.000944
                     83,                0.88177,                0.43386,                 1.1021,                0.97961,                0.94885,                0.97592,                0.82432,                0.82788,                0.34801,                 1.0132,              0.0009308,              0.0009308,              0.0009308
                     84,                0.87827,                0.43016,                 1.0963,                0.98026,                0.95137,                 0.9767,                0.82987,                0.81322,                0.33969,                 1.0037,              0.0009176,              0.0009176,              0.0009176
                     85,                0.87429,                0.43458,                 1.1005,                0.97801,                 0.9548,                0.97859,                0.83264,                0.81074,                0.33527,                 1.0083,              0.0009044,              0.0009044,              0.0009044
                     86,                0.87871,                0.43907,                 1.1097,                0.97723,                0.95121,                0.97751,                0.83128,                0.80816,                0.34054,                 1.0043,              0.0008912,              0.0008912,              0.0008912
                     87,                0.87351,                0.42934,                 1.0995,                0.97821,                0.95001,                0.97657,                0.82479,                0.82485,                 0.3399,                 1.0092,               0.000878,               0.000878,               0.000878
                     88,                 0.8602,                0.42959,                 1.0966,                0.98103,                0.94446,                0.97492,                0.82795,                0.78617,                0.34243,                 1.0011,              0.0008648,              0.0008648,              0.0008648
                     89,                0.84569,                0.41666,                 1.0827,                0.97357,                0.95331,                0.97802,                0.83651,                0.80001,                0.34068,                 1.0086,              0.0008516,              0.0008516,              0.0008516
                     90,                0.85473,                0.41599,                 1.0867,                0.97872,                0.95004,                 0.9741,                0.83106,                0.80996,                0.33884,                 1.0102,              0.0008384,              0.0008384,              0.0008384
                     91,                0.85863,                0.41848,                 1.0908,                0.97808,                0.95271,                0.97831,                0.83702,                0.79302,                0.33507,                 1.0031,              0.0008252,              0.0008252,              0.0008252
                     92,                0.85992,                0.41604,                 1.0957,                0.97235,                 0.9557,                0.97728,                 0.8367,                0.78025,                0.33347,                0.99652,               0.000812,               0.000812,               0.000812
                     93,                0.85285,                0.40985,                   1.09,                0.97848,                0.94972,                0.97706,                0.83613,                0.79059,                0.33075,                 1.0008,              0.0007988,              0.0007988,              0.0007988
                     94,                0.84129,                0.40798,                  1.077,                0.97837,                0.94757,                0.97567,                 0.8385,                0.77228,                0.33015,                0.99345,              0.0007856,              0.0007856,              0.0007856
                     95,                0.84338,                0.41672,                 1.0856,                0.97407,                0.95588,                0.97791,                0.84238,                 0.7809,                0.32636,                0.99964,              0.0007724,              0.0007724,              0.0007724
                     96,                0.81962,                 0.4013,                 1.0668,                0.97325,                0.95837,                0.97836,                0.84771,                0.76517,                0.32396,                0.98667,              0.0007592,              0.0007592,              0.0007592
                     97,                0.82506,                0.40318,                 1.0704,                0.97655,                 0.9554,                0.97734,                0.83988,                0.78625,                 0.3261,                0.99537,               0.000746,               0.000746,               0.000746
                     98,                0.84009,                0.40712,                 1.0778,                0.97547,                0.95208,                0.97658,                0.84022,                0.76863,                0.32466,                0.98822,              0.0007328,              0.0007328,              0.0007328
                     99,                0.82545,                  0.399,                 1.0783,                0.97669,                0.95334,                0.97719,                0.84192,                0.77873,                0.32361,                0.99419,              0.0007196,              0.0007196,              0.0007196
